LPTS_LPT_ID,EX_TITLE
11062,"Dziecko wymienia ostatnie dwa dni tygodnia (sobota, niedziela)"
11065,"""to jest krowa"""
11066,"""to jest świnia"""
11067,"""to jest piłka"""
11068,"""to jest dom"""
11076,prosi o wzmocnienia będące w zasięgu wzroku
11076,prosi o wzmocnienia będące poza zasięgiem wzroku
11077,przeliczanie do 5
11077,przeliczanie do 10
11077,przeliczanie do 15
11077,Przeliczanie do 20
11078,identyfkowanie cyfr do 10
11078,identyfkowanie cyfr do 15
11078,identyfikowanie cyfr do 20
11078,identyfikowanie cyfr do 5.
11080,szlaczki po przerywanej linii (koła)
11080,samodzielne kończenie rozpoczetego szlaczka (koła)
11081,Na widok wzmocnienia prosi o nie podając konkretny obrazek leżący przed nim na stole
11081,Na widok wzmocnienia prosi o nie podając konkretny obrazek  z książki PECS (1 obrazek na wierzchu książki)
11081,Podaje obrazek z książki PECS  odłożonej w różnych miejscach w zasięgu wzroku
11081,"Podaje obrazek z książki terapeucie odwróconemu,  ""zaczepiając go"" i demonstrując mu komunikat"
11081,"Podaje obrazek z książki terapeucie oddalonemu,  ""zaczepiając go"" i demonstrując mu komunikat"
11081,Podaje właściwy obrazek (wybór z dwóch atrakcyjny/ nieatrakcyjny)
11081,Podaje właściwy obrazek różnicując z dwóch atrakcyjnych
11082,"Prosi o pomoc z wykorzystaniem etykiety ""POMOC""- BGN"
11084,Mnożenie w zakresie 100
11087,"idę, jem, piję, uczę"
11087,"uczę się, myję się, bawię się, ubieram się"
11089,obejmowanie wargami słomkę przez 3 sek.
11089,trzymanie słomki wargami bez użycia rąk przez 3 sek.
11089,dmuchanie przez słomkę na przedmiot aż się przemieści
11089,dmuchanie w dmuchajkę aż piłeczka uniesie się w górę
11089,dmuchanie w dmuchajkę aż piłeczka uniesie się w górę przez 4 sek.
11090,robienie dziubka z ust
11091,uśmiech bez zębów
11092,robienie na zmianę dziubek z ust i uśmiech bez zębów
11093,Cmokanie
11094,parskanie
11096,uśmiech bez zębów
11100,dziubek z ust bez dźwięku
11100,dziubek z ust z dźwiękiem [u]
11100,imitacja [u] przez 3 sek.
11101,dmuchnięcie
11102,Prześlij buziaka
11103,rozwiązywanie zadań z treścią w zakresie 50
11103,rozwiązywanie zadań z treścią w zakresie 50 (odejmowanie w słupkach)
11103,rozwiązywanie zadań z treścią w zakresie 50 (odejmowanie w słupkach)
11103,rozwiązywanie zadań z treścią w zakresie 50 (odejmowanie w słupkach)
11107,uśmiech bez zębów
11112,dziubek z ust bez dźwięku
11112,dziubek z ust z dźwiękiem [u]
11112,imitacja [u] przez 3 sek.
11113,dziubek z ust - uśmiech bez zębów - dziubek z ust
11114,Cmokanie
11115,parskanie
11116,obejmowanie wargami słomkę przez 3 sek.
11116,trzymanie słomki wargami bez użycia rąk przez 3 sek.
11116,dmuchanie przez słomkę na przedmiot aż się przemieści
11116,dmuchanie w dmuchajkę aż piłeczka uniesie się w górę
11116,dmuchanie w dmuchajkę aż piłeczka uniesie się w górę przez 4 sek.
11117,dziubek z ust - uśmiech bez zębów - dziubek z ust
11118,Cmokanie
11119,parskanie
11121,Info o powierzchni/liczebności/gęstości zaludnienia itp.
11129,sok
11129,Jabłko
11129,papryka
11129,mleko
11130,"Dziecko odpowiada na pytanie ""co to jest?"" za pomocą starteru komunikacyjnego znajdującego się na okładce książki"
11130,"Dziecko nazywa przedmiot na pytanie ""co to jest?"" - różnicowanie starteru to jest/chcę (oba są na okładce książki)"
11130,"Dziecko odpowiada na pytanie ""co to jest?"" za pomocą starteru komunikacyjnego znajdującego się na okładce książki z dystraktorem"
11131,Mnożenie w zakresie 100
11134,"przepisywanie samogłosek: a, e, y, i"
11134,"przepisywanie spółgłosek: t, g, p, m, r,d, n,f,h,b,j"
11134,"przepisywanie spółgłosek w,s,k,l,z,c "
11136,odczytywanie godziny z dokładnością do 5 minut
11138,zdania 2 wyrazowe
11138,zdania 3 wyrazowe
11138,zdania 4 wyrazowe
11139,Pokaż głowę.
11140,Pokaż brzuch. 
11141,pokaż nos
11142,wyślij buziaka
11143,zdania 2 wyrazowe
11143,zdania 3 wyrazowe
11143,zdania 4 wyrazowe
11144,Pokaż drzwi
11144,Pokaż krzesło
11144,"Pokaż stół,"
11145,zdania 2 wyrazowe
11145,zdania 3 wyrazowe
11145,zdania 4 wyrazowe
11146,Pokaż głowę
11146,pokaż brzuch
11146,pokaż nos
11146,pokaż kolana (z częściową podpowiedzią fizyczną)
11146,pokaż kolana (bez podpowiedzi)
11146,pokaż stopy (z częściową podpowiedzią fizyczną)
11146,pokaż stopy (bez podpowiedzi)
11147,Wstań
11147,Usiądź
11147,STOP!.
11147,Podnieś ręce/ ręce do góry
11148,unoszenie rąk w bok
11148,krzyżowanie rąk na piersi
11148,"tupanie nogami: prawa, lewa, prawa"
11148,Obrót przez lewe ramię
11148,Młynek rękoma
11149,unoszenie rąk w bok
11149,krzyżowanie rąk na piersi
11149,"tupanie nogami: prawa, lewa, prawa"
11149,Obrót przez lewe ramię
11149,Młynek rękoma
11158,naśladowanie ruchów motoryki dużej- klepanie po brzuchu
11159,dopasowanie identycznych obrazków: auto do auta
11160,dopasowanie identycznych obrazków: miś do misia
11163,Dokłada 10 elementów
11163,Dokłada 15 elementów
11163,Układa 20 elementowe puzzle
11164,Dokłada 15 elementów
11164,Dokłada 20 elementów
11164,Dokłada 25 elementów
11164,Układa 30 elementów puzzli
11165,"Weź kubek, nalej wody i podaj Pani Ewelinie"
11166,"Weź kartkę, narysuj koło i daj Pani Kamili"
11167,"Wstań, weź piłkę i rzuć do mnie"
11168,"Wstań, podskocz do góry i przybij ze mną piątkę"
11169,"Wstań, weź puzzle i usiądź na dywanie"
11170,"Wstań, zdejmij buty i poskacz na trampolinie"
11171,"Weź kubek, nalej wody i daj Pani Justynie"
11172,"Weź kredkę, narysuj domek i daj Pani Martynie"
11173,"Podskocz do góry, klaśnij w dłonie i obróć się"
11174,"Wstań, weź kubek i zanieś do kuchni"
11175,"Wstań, kucnij i tupnij"
11176,nawlekanie korali- 2 korale
11176,nawlekanie korali- 3 korale
11176,nawlekanie korali- 5 korali
11177,wrzucanie 2 elementów
11177,wrzucanie 5 elementów do butelki
11180,wrzucanie 4 pomponów
11180,wrzucanie 2 pomponów
11180,wrzucanie 6 pomponów
11181,Pytanie co robił/a Pan/Pani wczoraj?
11182,"Pytanie ""Jakie ma Pan/Pani plany na weekend?"""
11183,"Nazywa poprzez: ""To jest/ Widzę+ nazwa przedmiotu"". Ikony znajdują się na okładce książki. Nie różnicuje startera ani ikony przedmiotu."
11183,"Nazywa poprzez: ""To jest/ Widzę+ nazwa przedmiotu"". Ikony są na okładce książki. Nie różnicuje starterów. Różnicuje ikony przedmiotu."
11183,"Nazywa poprzez: ""To jest/ Widzę+ nazwa przedmiotu"". Ikony znajdują się na okładce książki. Różnicuje startery i ikony przedmiotu."
11183,"Nazywa poprzez: ""To jest/ Widzę+ nazwa przedmiotu"". Ikony znajdują się w środku książki. Różnicuje startery i ikony przedmiotu."
11183,"Nazywa poprzez: ""To jest/ Widzę+ nazwa przedmiotu"". Ikony znajdują się na okładce książki. Różnicuje starter. Nie różmicuje ikon."
11184,"Nazywa poprzez: ""To jest/ Widzę+ osoba"". Ikony znajdują się na okładce książki. Nie różnicuje startera ani ikony przedmiotu."
11184,"Nazywa poprzez: ""To jest/ Widzę+ osoba"". Ikony znajdują się na okładce książki. Różnicuje starter. "
11184,"Nazywa poprzez: ""To jest/ Widzę+ osoba"". Ikony są na okładce książki. Nie różnicuje starterów. Różnicuje ikony osób."
11184,"Nazywa poprzez: ""To jest/ Widzę+ osoba"". Ikony znajdują się na okładce książki. Różnicuje startery i ikony osób."
11184,"Nazywa poprzez: ""To jest/ Widzę+ osoba"". Ikony znajdują się w środku książki. Różnicuje startery i ikony osób."
11185,"Nazywa poprzez: ""Starter+ czynność"". Ikony znajdują się na okładce książki. Nie różnicuje startera. Różnicuje ikonę czynności. "
11185,"Nazywa poprzez: ""Starter+ czynność"". Ikony znajdują się na okładce książki. Nie różnicuje startera ani ikony czynności."
11185,"Nazywa poprzez: ""Starter+ czynność"". Ikony znajdują się na okładce książki. Różnicuje starter. Nie różnicuje ikony czynności."
11185,"Nazywa poprzez: ""Starter+ czynność"". Ikony znajdują się na okładce książki. Różnicuje starter i  ikony czynności."
11185,"Nazywa poprzez: ""Starter + czynność"". Ikony znajdują się w środku książki. Różnicuje startery i ikony czynności.."
11186,Układa 7 elementów 
11188,Na/ pod
11188,za/ obok
11188,Przed/ w
11189,Na/ pod
11189,za/ obok
11189,Przed/ w
11190,"kiwanie głową na ""tak"""
11191,"kiwanie głową na ""nie"""
11192,Uderzenie rękami w uda
11193,tupanie nogami
11194,unoszenie rąk w bok
11195,pukanie do drzwi
11196,dotykanie nosa
11197,dotykanie oczu
11198,Machanie palcami
11199,pogrożenie palcem
11200,"kiwanie głową na ""tak"""
11201,"kiwanie głową na ""nie"""
11202,Włożenie łyżeczki do kubka
11203,Uderzenie w bębenek
11204,Popchnięcie autka
11205,kreska pionowa
11206,kreska pozioma
11207,Krzyżyk
11208,koło
11209,kwadrat
11210,Trójkąt
11211,Wałek
11212,Kulka
11213,Placek (rozgniecenie kulki)
11214,Jeżyk (kulka + wbitych wiele patyczków)
11215,Ślimak (wałek + zwinięcie go)
11216,Karmienie misia
11218,Wrzucanie klocka do kubka
11219,Odwracanie kubka
11220,Krojenie warzywa
11222,ruch zwierzątkiem
11223,Podążanie za instrukcją obrazkową - bawić się
11224,Podążanie za instrukcją obrazkową - plan sam
11226,Nazywanie czynnosci- czesze
11227,Nazywanie czynnosci- biega
11228,Nazywanie czynnosci- skacze
11229,Nazywanie czynnosci- bada
11230,Naciska guzik - wyłącza timer
11230,podchodzi do timera i naciska guzik
11231,Chłopiec jedzie
11231,Chłopiec jedzie na rowerze.
11231,Chłopiec jedzie na czerwonym rowerze
11232,Dziewczynka czesze
11232,Dziewczynka czesze włosy
11232,Dziewczynka czesze długie włosy
11233,Dziewczynka maluje
11233,Dziewczynka maluje obraz
11233,Dziewczynka maluje duży obraz
11234,Chłopiec skacze
11234,Chłopiec skacze na skakance
11234,Chłopiec skacze na niebieskiej skakance
11235,Dziewczynka gra
11235,Dziewczynka gra na bębenku
11235,Dziewczynka gra na żółtym bębenku.
11236,Podnieś ręce do góry
11237,Uderz w stół
11238,Zapukaj
11239,kucnij
11241,krowa- TAK
11241,czy to jest- piłka- TAK
11242,świnia- pokazując krowę- NIE
11242,lalka pokazując piłkę- NIE
11243,Odległość od PK - 0 stóp
11243,Odległość od PK - 1 stóp
11243,Odległość od PK - 2 stóp
11243,Odległość od PK - 3 stóp
11243,Odległość od PK - 5 stóp
11243,Odległość od PK - 6 stóp
11243,Odległość od PK - 7 stóp
11243,Odległość od PK - 8 stóp
11243,Odległość od PK - 9 stóp
11243,Odległość od PK - 10 stóp
11243,Odległość od PK - 4 stóp
11244,Odległość od książki - 0 stóp
11244,Odległość od książki - 1 stóp
11244,Odległość od książki - 2 stóp
11244,Odległość od książki - 3 stóp
11244,Odległość od książki - 4 stóp
11244,Odległość od książki - 5 stóp
11244,Odległość od książki - 6 stóp
11244,Odległość od książki - 7 stóp
11244,Odległość od książki - 8 stóp
11244,Odległość od książki - 9 stóp
11244,Odległość od książki - 10 stóp
11246,"łyżka do łyżki, obok leży talerz"
11246,"talerz do talerza, obok leży łyżka"
11246,"kubek do kubka, obok leży klocek"
11246,"klocek do klocka, obok leży kubek"
11246,Dopasowywanie przedmiotu do przedmiotu - 4 elementy
11247,"nazywanie psa starterem ""to jest"" w obecności innego zwierzęcia"
11247,"nazywanie psa starterem ""to jest"" w obecności dwóch innych zwierząt"
11248,"nazywanie małpy starterem ""to jest"" w obecności innego zwierzęcia"
11248,"nazywanie małpy starterem ""to jest"" w obecności dwóch innych zwierząt "
11249,"nazywanie kota starterem ""to jest"" w obecności innego zwierzęcia"
11249,"nazywanie kota starterem ""to jest"" w obecności dwóch innych zwierząt"
11250,"nazywanie świni starterem ""to jest"" w obecności innego zwierzęcia"
11250,"nazywanie świni starterem ""to jest"" w obecności dwóch innych zwierząt"
11251,"nazywanie węża starterem ""to jest"" w obecności innego zwierzęcia"
11251,"nazywanie węża starterem ""to jest"" w obecności dwóch innych zwierząt"
11252,"nazywanie krowy starterem ""to jest"" w obecności innego zwierzęcia"
11252,"nazywanie krowy starterem ""to jest"" w obecności dwóch innych zwierząt"
11253,"Odrywanie PECS ""Pomoc"" z bransoletki - odległość od PK 1 stóp"
11253,"Odrywanie PECS ""Pomoc"" z bransoletki - odległość od PK 3 stóp"
11253,"Odrywanie PECS ""Pomoc"" z bransoletki - odległość od PK 6 stóp"
11253,"Odrywanie PECS ""Pomoc"" z książki - odległość od PK 3 stóp"
11253,"Odrywanie PECS ""Pomoc"" z książki - odległość od PK 6 stóp"
11253,Proszenie o pomoc wykorzystując pasek zdaniowy
11254,"Odrywanie PECS ""Pomoc"" z bransoletki - odległość od PK 1 stóp"
11254,"Odrywanie PECS ""Pomoc"" z bransoletki - odległość od PK 3 stóp"
11254,"Odrywanie PECS ""Pomoc"" z bransoletki - odległość od PK 6 stóp"
11254,"Odrywanie PECS ""Pomoc"" z książki - odległość od PK 3 stóp"
11254,"Odrywanie PECS ""Pomoc"" z książki - odległość od PK 6 stóp"
11254,Proszenie o pomoc wykorzystując pasek zdaniowy
11260,"o świętach, o przedszkolu"
11260,"o ulubionym jedzeniu, o zwierzętach domowych, o planach na weekend"
11261,"o świętach, o przedszkolu"
11261,"o ulubionym jedzeniu, o zwierzętach domowych, o planach na weekend"
11262,"o wakacjach, o ulubionych miejscach, o rodzinie"
11262,"o pogodzie, o ulubionych aktywnościach, o kolegach"
11263,"o wakacjach, o ulubionych miejscach, o rodzinie"
11263,"o pogodzie, o ulubionych aktywnościach, o kolegach"
11264,"Odrywanie PECS ""Pomoc"" z bransoletki - odległość od PK 1 stóp"
11264,"Odrywanie PECS ""Pomoc"" z bransoletki - odległość od PK 3 stóp"
11264,"Odrywanie PECS ""Pomoc"" z bransoletki - odległość od PK 6 stóp"
11264,"Odrywanie PECS ""Pomoc"" z książki - odległość od PK 3 stóp"
11264,"Odrywanie PECS ""Pomoc"" z książki - odległość od PK 6 stóp"
11264,Proszenie o pomoc wykorzystując pasek zdaniowy
11267,kibelek/umywalka
11267,prysznic/kran
11270,"o świętach, o przedszkolu"
11270,"o ulubionym jedzeniu, o zwierzętach domowych, o planach na weekend"
11271,"o świętach, o przedszkolu"
11271,"o ulubionym jedzeniu, o zwierzętach domowych, o planach na weekend"
11272,"o wakacjach, o ulubionych miejscach, o rodzinie"
11272,"o pogodzie, o ulubionych aktywnościach, o kolegach"
11273,"o wakacjach, o ulubionych miejscach, o rodzinie"
11273,"o pogodzie, o ulubionych aktywnościach, o kolegach"
11275,p.Marysia
11275,p.Zuzia
11275,p.Martyna
11275,p.Paulina
11276,Kuba
11276,Ilona
11276,Radek
11276,Marcel
11276,Karol
11277,sortowanie 2 kategorii - owoce/naczynia
11277,sortowanie 3 kategorii - owoce/naczynia/zabawki
11282,krowa
11282,kot
11282,pies
11282,Świnka
11282,Koń
11283,sok
11283,Jabłko
11283,papryka
11283,mleko
11284,p.Marysia
11284,p.Zuzia
11284,p.Martyna
11284,p.Paulina
11285,Kuba
11285,Ilona
11285,Radek
11285,Marcel
11285,Karol
11286,Dziecko siada na dywanie
11287,Dziecko siada przy stoliku
11288,Dziecko bierze swój plan SAM
11289,"Komunikowanie za pomocą PECS ""Skończyłem"" podczas wykonywanie zadania w czasie zajęć indywidualnych z terapeutą"
11289,"Komunikowanie za pomocą PECS ""Skończyłem"" podczas wykonywania zadać w czasie nauki na dywanie"
11289,"Komunikowanie za pomocą PECS ""Skończyłem"" podczas wykonywania zadania w czasie nauki z książką"
11290,"Kubek-podpowiedź obrazkowa+polecenie ""Pokaż to"""
11290,"Kubek-podpowiedź obrazkowa + polecenie ""Pokaż kubek"""
11290,"Kubek - Polecenie ""Pokaż kubek"""
11291,"Piłka-podpowiedź obrazkowa+polecenie ""Pokaż to"""
11291,"Piłka - podpowiedź obrazkowa + polecenie ""Pokaż piłkę"""
11291,"Piłka - polecenie ""Pokaż piłkę"""
11292,"Auto-podpowiedź obrazkowa + polecenie ""Pokaż to"""
11292,"Auto- podpowiedź obrazkowa + polecenie ""Pokaż auto"""
11292,"Auto - polecenie ""Pokaż auto"""
11293,"Mazak - podpowiedź obrazkowa +polecenie ""Pokaż to"""
11293,"Mazak - podpowiedź obrazkowa +polecenie ""Pokaż mazak"""
11293,"Mazak - polecenie ""Pokaż mazak"""
11294,"Książka - podpowiedź obrazkowa +polecenie ""Pokaż to"""
11294,"Książka - podpowiedź obrazkowa + polecenie ""Pokaż książkę"""
11294,"Książka - polecenie ""Pokaż książkę"""
11299,Otwieranie ust
11300,Dotknięcie językiem miejsca za górnymi zębami przy otwartej buzi
11301,Zrobienie dziubka z ust 
11302,"Komunikowanie za pomocą PECS ""Skończyłem"" podczas wykonywanie zadania w czasie zajęć indywidualnych z terapeutą"
11302,"Komunikowanie za pomocą PECS ""Skończyłem"" podczas wykonywania zadać w czasie nauki na dywanie"
11302,"Komunikowanie za pomocą PECS ""Skończyłem"" podczas wykonywania zadania w czasie nauki z książką"
11303,Rysowanie podstawy domu -kwadratu
11303,Rysowanie trójkąta - dachu
11303,Rysowanie drzwi
11303,Rysowanie jednego okna
11303,Rysowanie drugiego okna
11303,Rysowanie komina
11304,Rysowanie głowy
11304,Rysowanie tułowia
11304,Rysowanie  jednej ręki 
11304,Rysowanie drugiej ręki
11304,Rysowanie jednej nogi
11304,Rysowanie drugiej nogi
11304,Rysowanie oczu
11304,Rysowanie nosa
11304,Rysowanie ust
11305,Pokaż głowę
11306,Pokaż oko
11307,pokaż nos
11308,Pokaż ucho
11309,pokaż brzuch
11310,Pokaż rękę
11311,Pokaż nogę
11312,Pokaż dłoń
11313,Pokaż łokieć
11314,Pokaż kolano
11315,Pokaż stopę
11316,Pokaż pupę
11317,"""Co robiłaś na spacerze / wycieczce."""
11318,"Opowiada historyjkę pełnymi zdaniami używając zwrotów: ""najpierw"", ""potem/później"", ""na końcu/na koniec"""
11319,Opowiadanie o obrazku co najmniej 3 zdaniami. 
11320,"""Co robiłeś dzisiaj w przedszkolu?"""
11321,"""Co robiłeś wczoraj w domu?"""
11322,Opowiada co wydarzyło się na filmie/ w bajce - 3 zdania
11323,Opowiada o tym co usłyszał - 3 zdania
11324,"Kontur o grubości ok. 3 cm; przestrzeń do zakolorowania ok 0,5 cm"
11324,"Kontur o grubości ok. 2 cm; przestrzeń do zakolorowania ok 1,5 cm"
11324,"Kontur o grubości ok. 1 cm; przestrzeń do zakolorowania ok 2,5 cm"
11324,Kontur o grubości ok. 0.5 cm; przestrzeń do zakolorowania ok 3 cm
11324,Kontur o zwykłej grubości
11325,1 obrazek do pokolorowania o zaznaczonym kolorze
11325,2 obrazki do pokolorowania o zaznaczonym kolorze
11325,Kilka obrazków do pokolorowania o zaznaczonym kolorze
11325,"1 obrazek do pokolorowania oznaczony symbolem, obok obrazka legenda dotycząca symboli"
11325,"2 obrazki do pokolorowania oznaczone symbolem, obok legenda dotycząca symboli"
11325,"Kilka obrazków do pokolorowania oznaczone symbolem, obok legenda dotycząca symboli"
11328,30 sek
11328,60 sek
11328,10 sek
11328,15 sek
11328,45 sek
11331,30 sek
11331,60 sek
11331,10 sek
11331,15 sek
11331,45 sek
11332,Oddaje nagrodę w reakcji na timer z podpowiedzią
11332,Sam odkłada nagrodę
11332,Sam odkłada nagrodę i wyłącza timer
11332,Sam włącza i wyłącza timer po odłożeniu nagrody
11332,Sam programuje timer
11333,"o świętach, o przedszkolu"
11333,"o ulubionym jedzeniu, o zwierzętach domowych, o planach na weekend"
11334,"o świętach, o przedszkolu"
11334,"o ulubionym jedzeniu, o zwierzętach domowych, o planach na weekend"
11335,"o wakacjach, o ulubionych miejscach, o rodzinie"
11335,"o pogodzie, o ulubionych aktywnościach, o kolegach"
11336,"o wakacjach, o ulubionych miejscach, o rodzinie"
11336,"o pogodzie, o ulubionych aktywnościach, o kolegach"
11337,Na/ pod
11337,za/ obok
11337,Przed/ w
11338,Na/ pod
11338,za/ obok
11338,Przed/ w
11339,Klaśnij i tupnij
11340,Wstań i pomachaj
11341,Dotknij ściany i pokaż okno.
11342,wstań i kucnij
11343,Wstań pomachaj i usiądź
11344,Wstań obróć się i pomachaj
11345,Pokaż mamę/ tatę
11345,Pokaż siostrę/ brata
11345,Pokaż babcię/ dziadka
11345,Pokaż... (imię osoby)/ ...(imię osoby)
11346,Pokaż mamę/ tatę
11346,Pokaż... (imię osoby)/ ...(imię osoby)
11346,Pokaż Panią.. (imię)/ Panią... (imię)
11347,Daj (dany przemiot) Pani... / daj (dany przedmiot) Pani...
11347,Daj (dany przedmiot) ... (imię kolegi/ daj (dany przedmiot).. imię kolegi
11348,"Kontur o grubości ok. 3 cm; przestrzeń do zakolorowania ok 0,5 cm"
11348,"Kontur o grubości ok. 2 cm; przestrzeń do zakolorowania ok 1,5 cm"
11348,"Kontur o grubości ok. 1 cm; przestrzeń do zakolorowania ok 2,5 cm"
11348,Kontur o grubości ok. 0.5 cm; przestrzeń do zakolorowania ok 3 cm
11348,Kontur o zwykłej grubości
11349,.
11351,"klocek do klocka, obok nie ma żadnego przedmiotu"
11351,"bakłażan do bakłażana, obok nie ma żadnego przedmiotu"
11351,"talerzyk do talerzyka, obok nie ma żadnego przedmiotu"
11351,"klocek do klocka, obok inny przedmiot"
11351,"bakłażan do bakłażana, obok inny przedmiot"
11351,"talerzyk do talerzyka, obok inny przedmiot"
11352,"pies do psa, gdy obok nie ma innego obrazka"
11352,"piłka do piłki, gdy obok nie ma innego obrazka"
11352,"samochód do samochodu, gdy obok nie ma innego obrazka"
11352,"pies do psa, gdy obok jest inny obrazek"
11352,"piłka do piłki, gdy obok jest inny obrazek"
11352,"samochód do samochodu, gdy obok jest inny obrazek"
11353,kubek do kubka (w izolacji)
11353,łyżka do łyżki (w izolacji)
11353,kredka do kredki (w izolacji)
11353,kubek do kubka + dystraktor
11353,łyżka do łyżki + dystraktor
11353,kredka do kredki + dystraktor
11355,"Czytanie prostych słów: TATA,  DOM, LALKA"
11355,"Czytanie liter A, M, O, I, E, B"
11355,"Czytanie liter K, U, D, W, S"
11355,"Czytanie sylab MA, BU, WY"
11355,"Czytanie sylab TE, AM, DA"
11355,"Czytanie sylab KO, FU, BAM"
11355,"Czytanie prostych słów MAMA, BUTY, KOT, PIŁKA"
11355,Czytanie prostych zdań: MAMA MA DOM. TATA MA AUTO. TO JEST KOT. TO JEST LALA. TU JEST PIES.
11355,Czytanie prostych zdań; KOT PIJE MLEKO. TU STOI AUTO. TATA LEŻY. MAMA PISZE LIST. ALA MA LALKĘ.
11356,"klocek do klocka, obok nie ma żadnego przedmiotu"
11356,"klocek do klocka, obok inny przedmiot"
11356,"puzzel do puzzla, obok nie ma żadnego przedmiotu"
11356,"cebula do cebuli, obok nie ma żadnego elementu"
11356,"drewniany klocek do drewnianego klocka, obok nie ma żadnego przedmiotu"
11356,"puzzel do puzzla, obok inny przedmiot"
11356,"cebula do cebuli, obok inny przedmiot"
11356,"drewniany klocek do drewnianego klocka, obok inny przedmiot"
11357,"pies do psa, gdy obok nie ma innego obrazka"
11357,"piłka do piłki, gdy obok nie ma innego obrazka"
11357,"samochód do samochodu, gdy obok nie ma innego obrazka"
11357,"pies do psa, gdy obok jest inny obrazek"
11357,"piłka do piłki, gdy obok jest inny obrazek"
11357,"samochód do samochodu, gdy obok jest inny obrazek"
11358,kubek do kubka (w izolacji)
11358,łyżka do łyżki (w izolacji)
11358,kredka do kredki (w izolacji)
11358,kubek do kubka + dystraktor
11358,łyżka do łyżki + dystraktor
11358,kredka do kredki + dystraktor
11359,Daj auto
11359,Daj but
11359,Daj klocek
11359,Daj książkę
11359,Daj łyżkę
11360,Daj auto
11360,Daj but
11360,Daj klocek
11360,Daj książkę
11360,Daj łyżkę
11361,Daj/ pokaż gotowanie
11361,Daj/ pokaż mycie
11361,Daj/ pokaż pisanie
11361,Daj/ pokaż bieganie
11361,Daj/ pokaż sprzątanie
11362,Pokaż kuchnię
11362,Pokaż kino
11362,Pokaż dworzec
11362,Pokaż sklep
11362,Pokaż basen
11363,Pokaż lekarza
11363,Pokaż kucharza
11363,Pokaż nauczyciela
11363,Pokaż policjanta
11363,Pokaż malarza
11364,Pokaż radość
11364,Pokaż złość
11364,Pokaż gniew
11364,Pokaż zdziwienie
11364,Pokaż smutek
11365,Daj auto
11365,Daj but
11365,Daj klocek
11365,Daj książkę
11365,Daj łyżkę
11366,Daj auto
11366,Daj but
11366,Daj klocek
11366,Daj książkę
11366,Daj łyżkę
11367,Daj/ pokaż gotowanie
11367,Daj/ pokaż mycie
11367,Daj/ pokaż pisanie
11367,Daj/ pokaż bieganie
11368,Pokaż radość
11368,Pokaż złość
11368,Pokaż gniew
11368,Pokaż zdziwienie
11368,Pokaż smutek
11369,Pokaż kuchnię
11369,Pokaż kino
11369,Pokaż dworzec
11369,Pokaż sklep
11369,Pokaż basen
11370,Pokaż lekarza
11370,Pokaż kucharza
11370,Pokaż nauczyciela
11370,Pokaż policjanta
11370,Pokaż malarza
11371,Pokaż oko
11371,Pokaż głowę
11371,pokaż brzuch
11371,pokaż nos
11371,Pokaż rękę
11371,pokaż uszy
11371,pokaż usta
11371,Pokaż nogi
11371,Pokaż włosy
11372,Pokaż oko
11372,Pokaż głowę
11372,pokaż brzuch
11372,pokaż nos
11372,Pokaż rękę
11372,pokaż uszy
11372,pokaż usta
11372,Pokaż nogi
11372,Pokaż włosy
11373,Pokaż oko
11373,Pokaż głowę
11373,pokaż brzuch
11373,pokaż nos
11373,Pokaż rękę
11373,pokaż uszy
11373,pokaż usta
11373,Pokaż nogi
11373,Pokaż włosy
11374,Na
11374,Pod
11374,Obok
11374,Za
11374,Przed
11374,Pomiędzy
11374,W
11375,Picie
11375,Jedzenie
11375,Mycie
11375,Czesanie
11375,Ubieranie
11375,Rozbieranie
11375,Rysowanie
11375,Budowanie
11375,Pisanie
11375,Czytanie
11375,Pływanie
11375,Bieganie
11375,Gotowanie
11375,je/pije/śpi/biega/siedzi
11376,Radość
11376,Smutek
11376,Złość
11376,Gniew
11376,Przerażenie
11377,mama
11377,TATA
11377,Babcia
11377,Dziadek
11377,Pani.. (imię)
11377,Pan (imię)
11377,Kolega (imię kolegi)
11378,mama
11378,TATA
11378,Babcia
11378,Dziadek
11378,Brat
11378,Siostra
11378,Pani.. (imię)
11378,Pan (imię)
11378,Kolega (imię kolegi)
11379,Opisywanie przedmiotu 1 zdaniem
11379,Opisywanie przedmiotu 2 zdaniami (określenie przedmiotu oraz jednego atrybutu)
11379,"Opisywanie przedmiotu kilkoma zdaniamii (co najmniej 3 zdania, określenie przedmiotu oraz  kilku atrybutów)"
11380,Opisywanie obrazka 1 zdaniem
11380,Opisywanie obrazka  2 zdaniami
11380,Opisywanie obrazka  kilkoma zdaniami (co najmniej 3 zdania)
11381,auto
11381,But
11381,Klocek
11381,kubek
11381,Książka
11381,talerz
11381,ŁYŻKA
11381,Czapka
11381,Kredka
11381,Długopis
11381,Klej
11381,Coca-cola
11381,Herbata
11381,Słuchawki
11381,Widelec
11382,auto
11382,But
11382,Klocek
11382,kubek
11382,Książka
11382,Książka
11382,talerz
11382,ŁYŻKA
11382,Czapka
11382,Kredka
11382,Długopis
11382,Klej
11383,Na
11383,Pod
11383,Obok
11383,Za
11383,Przed
11383,Pomiędzy
11383,W
11384,Jedzenie/ picie
11384,Mycie/ czesanie
11384,Ubieranie/ rozbieranie
11384,Rysowanie/ budowanie
11384,Pisanie/ czytanie
