LP_ID,LP_TITLE,DST_TITLE,POJ_TITLE,SCAT_TITLE,LMT_TITLE,LTE_TITLE,AT_TITLE,GDF_TITLE,LP_TRIAL_SEQUENCE,LP_TRIAL_HINTS,LP_START_CHECK_FORM,LP_START_CHECK_HINTS,LP_PASS_CRITERIA,LP_CLOSE_CRITERIA,LP_CLOSE_CRITERIA_PASS_COUNT,LP_VERIFICATION_PERIOD,LP_IOA_DEFINITION,LP_IOA_FREQUENCY,LP_MEASUREMENT_FREQUENCY,LP_MEASUREMENT_FREQUENCY_UNIT,LP_SPECIFIC_SOCIAL_AMPLIFICATIONS,LP_TEMPLATE,PLP_STATE,LPP_ID,min(SES_START_DATE),max(SES_START_DATE),diff,countofsession,sessioninweek,sessioninmonth
1924,UKD- Sortowanie identycznych- BGN,Ośrodkowy BIPET,Sortowanie identycznych elementów,Dopasowywanie i sortowanie,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis strategii,exercise-some,0,pretest,0,80,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,1,pending,1924,2019-03-12 10:38:00,2021-06-22 08:46:45,27,98,1,4
1928,UK/W Przynoszenie elementu z sali zgodnie z etykietą MaWój - KOPIA,Ośrodkowy BIPET,"Przynoszenie na polecenie właściwego elementu z sali, zgodnie z etykietą",Współpraca,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,bezpośrednio,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,1928,2019-03-21 07:51:19,2021-10-04 07:00:39,30,37,0,1
1944,SFC/A Realizacja albumu aktywności- BGN,Ośrodkowy BIPET,Realizacja albumów aktywności,Spędzanie wolnego czasu,łańcuchy czynności - typ A,łańcuchach przez całk. prezentację,bezpośrednio,opis strategii,chain-full,0,pretest,1,100,in-a-row,1,90,agree-to-full-ratio,semester,1,week,0,1,pending,1944,2019-11-27 08:25:50,2021-05-18 15:57:11,17,9,0,1
1946,relacje z rówieśnikami,Ośrodkowy BIPET,Realizuje prawidłowe interakcje rówieśnicze,Funkcjonowanie w grupie,pojedyncze ćwiczenia - typ B ,trening incydentalny,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,100,in-a-row,3,30,agree-to-full-ratio,semester,1,week,0,0,suspended,1946,2019-05-07 07:46:11,2020-10-09 06:45:27,17,6,0,0
1948,MKP proszenie z wykorzystaniem PECS JOJA BGN,Ośrodkowy BIPET,Prosi z wykorzystaniem PECS ,Proszenie,ćwiczenia w krokach - typ C,trening incydentalny,poprzez realizację zakom prośby,opis strategii,exercise-all,0,pretest,0,100,in-a-row,1,30,agree-to-full-ratio,month,1,day,1,0,pending,1948,2019-05-14 11:09:16,2021-06-24 12:02:25,25,72,1,3
1951,Z/A Zbieranie zamówień MaRyb,Ośrodkowy BIPET,Wykonywanie pracy na zlecenie (polecenie),Umiejętności zawodowe,łańcuchy czynności - typ A,łańcuchach przez całk. prezentację,zgodnie z ind systemem wzmocnień,opis strategii,chain-full,0,pretest,1,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,0,0,closed,1951,2019-04-03 07:14:12,2020-10-06 06:10:38,18,26,0,1
1952,MKP/C Proszenie o pomoc Philip Widłak,Ośrodkowy BIPET,proszenie o pomoc,Proszenie,ćwiczenia w krokach - typ C,trening incydentalny,poprzez realizację zakom prośby,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,80,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,suspended,1952,2019-04-25 06:20:49,2020-10-12 07:35:04,17,17,0,1
1954,UKI- Imitacja motoryczna - ElWas- BGN,Ośrodkowy BIPET,Imitacja motoryczna,Imitacja,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis strategii,exercise-some,0,pretest,0,100,in-a-row,1,90,agree-to-full-ratio,semester,1,week,1,0,pending,1954,2019-04-05 15:57:58,2021-10-03 08:58:02,29,98,1,3
1955,MKR- Wykonywanie prostych poleceń- ElWas- BGN,Ośrodkowy BIPET,Wykonywanie prostych poleceń,Rozumienie,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis strategii,exercise-some,0,pretest,0,100,in-a-row,1,90,agree-to-full-ratio,semester,1,week,1,0,pending,1955,2019-04-05 15:57:58,2021-03-05 18:20:31,23,75,1,3
1957,MKR- Wykonywanie prostych poleceń (czasownik oraz czasownik i rzeczownik) - PaMi- BGN,Ośrodkowy BIPET,Wykonywanie prostych poleceń,Rozumienie,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis strategii,exercise-some,0,pretest,0,100,in-a-row,1,90,agree-to-full-ratio,semester,1,week,1,0,pending,1957,2019-04-02 07:10:10,2020-08-28 09:27:30,16,37,1,2
1959,UKI- Imitacja motoryczna- PaMi- BGN,Ośrodkowy BIPET,Imitacja motoryczna,Imitacja,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis strategii,exercise-some,0,pretest,0,80,in-period,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,1959,2019-04-02 07:10:10,2020-05-28 09:23:46,13,29,0,2
1962,UKI- Imitacja z przedmiotami- JaBie - BGN ,Ośrodkowy BIPET,Imitacja z przedmiotami,Imitacja,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis strategii,exercise-some,0,pretest,0,80,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,1962,2019-04-05 06:09:23,2020-09-24 07:55:52,17,16,0,1
1969,S/C - pisanie nazwiska ADY,Ośrodkowy BIPET,Pisanie,Umiejętności szkolne,ćwiczenia w krokach - typ C,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,1969,2019-04-01 06:07:33,2020-06-17 06:23:47,14,38,1,3
1970,MKR- Wskazywanie oczami właściwych przedmiotów i obrazków- BGN,Ośrodkowy BIPET,"Rozumienie nazw rzeczowników, czasowników i przymiotników",Rozumienie,ćwiczenia w krokach - typ C,poprzez DTT,zgodnie z ind systemem wzmocnień,opis strategii,exercise-all,0,pretest,0,100,in-a-row,1,90,agree-to-full-ratio,semester,1,week,1,1,pending,1970,2019-04-05 06:09:23,2020-09-24 07:55:52,17,16,0,1
1971,UKI Imitacja werbalna- MaPo- BGN,Ośrodkowy BIPET,Imitacja werbalna,Imitacja,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis strategii,exercise-some,0,pretest,0,80,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,suspended,1971,2019-04-03 10:56:42,2020-09-30 06:19:00,17,54,1,3
1972,UKI Imitacja motoryczna- MaPo- BGN,Ośrodkowy BIPET,Imitacja motoryczna,Imitacja,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis strategii,exercise-some,0,pretest,0,80,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,1972,2019-04-03 10:56:42,2021-05-05 06:15:39,25,27,0,1
1973,MKR- Wykonywanie prostych poleceń - MaPo- BGN,Ośrodkowy BIPET,Wykonywanie prostych poleceń,Rozumienie,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis strategii,exercise-some,0,pretest,0,100,in-a-row,1,90,agree-to-full-ratio,semester,1,week,1,0,pending,1973,2019-04-03 10:56:42,2021-05-05 06:15:39,25,66,1,3
1974,UKD- Dopasowywanie identycznych konkretów- MaPo- BGN,Ośrodkowy BIPET,Dopasowywanie pojedynczych elementów,Dopasowywanie i sortowanie,pojedyncze ćwiczenia - typ B ,poprzez DTT,zgodnie z ind systemem wzmocnień,opis strategii,exercise-some,0,pretest,0,90,in-period,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,1974,2019-04-03 10:56:42,2021-05-05 06:15:39,25,62,1,2
1975, S/C Szyko Przepisywanie zdań na komputerze ,Ośrodkowy BIPET,Obsługa komputera,Umiejętności szkolne,ćwiczenia w krokach - typ C,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,0,0,pending,1975,2019-04-02 07:19:00,2021-10-04 06:06:44,30,82,1,3
1981,MKR - wykonywanie prostych poleceń MIDO - BGN,Ośrodkowy BIPET,Wykonywanie prostych poleceń,Rozumienie,pojedyncze ćwiczenia - typ B ,poprzez DTT,zgodnie z ind systemem wzmocnień,opis strategii,exercise-some,0,pretest,0,90,in-period,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,1981,2019-04-02 08:53:51,2021-06-28 06:08:09,26,33,0,1
1982,S/C - Czytanie ADY,Ośrodkowy BIPET,Czytanie,Umiejętności szkolne,ćwiczenia w krokach - typ C,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,1982,2019-04-08 05:57:25,2020-06-17 06:23:47,14,37,1,3
1983,MKR wykonywanie prostych poleceń kontynuacja PaKon - BGN,Ośrodkowy BIPET,Wykonywanie prostych poleceń,Rozumienie,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis strategii,exercise-some,0,pretest,0,90,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,1983,2019-04-03 09:31:06,2021-06-23 08:36:17,26,50,0,2
1984,UKD dopasowywanie PaKo BGN,Ośrodkowy BIPET,Dopasowywanie pojedynczych elementów,Dopasowywanie i sortowanie,ćwiczenia w krokach - typ C,poprzez DTT,zgodnie z ind systemem wzmocnień,opis strategii,exercise-all,0,pretest,0,80,in-period,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,1984,2019-04-03 09:31:06,2021-06-23 08:36:17,26,27,0,1
1985,S/C Pisanie ToLa,Ośrodkowy BIPET,Pisanie i przepisywanie,Umiejętności szkolne,ćwiczenia w krokach - typ C,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,100,in-a-row,3,90,agree-to-full-ratio,semester,1,week,1,0,pending,1985,2019-04-11 09:09:27,2021-10-04 07:29:59,29,90,1,3
1987,2019.04.08. Damian Geldner - naśladowanie,Ośrodkowy BIPET,Imitacja motoryczna,Imitacja,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,bezpośrednio,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,80,in-a-row,5,90,agree-to-full-ratio,semester,2,day,1,0,pending,1987,2019-05-15 07:39:26,2020-10-06 09:16:29,16,10,0,1
1988,"Geldner Damian, Dopasowywanie. 2019.04.08",Ośrodkowy BIPET,Dopasowywanie pojedynczych elementów,Dopasowywanie i sortowanie,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,bezpośrednio,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,80,in-a-row,4,14,agree-to-full-ratio,semester,2,day,1,0,pending,1988,2019-05-15 07:39:26,2020-10-06 09:16:29,16,5,0,0
1990,MK/D Płynność WóJa,Ośrodkowy BIPET,"Nazywanie przedmiotów, czynnności, osób  i ich wzajemnych relacji",Nazywanie,pojedyncze zestawy - typ D,poprzez nauczanie intensywne,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-set,0,pretest,0,100,in-a-row,2,90,agree-to-full-ratio-each-interval,semester,1,week,0,0,pending,1990,2019-04-15 07:28:51,2021-10-05 09:37:54,29,105,1,4
1993,SFC realizacja albumów aktywności - JOJA- BGN,Ośrodkowy BIPET,Realizacja albumów aktywności,Spędzanie wolnego czasu,łańcuchy czynności - typ A,łańcuchach przez całk. prezentację,bezpośrednio,opis strategii,chain-full,0,pretest,1,100,in-a-row,1,90,agree-to-full-ratio,semester,1,week,0,0,pending,1993,2019-05-16 09:48:35,2021-06-15 08:38:40,24,31,0,1
1999,Z/A Wykonywanie prezawodowych łańcuchów czynności MiGa,Ośrodkowy BIPET,Wykonywanie prezawodowych łańcuchów czynności,Umiejętności zawodowe,łańcuchy czynności - typ A,łańcuchach przez całk. prezentację,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-full,1,pretest,1,100,in-a-row,1,90,agree-to-full-ratio,semester,1,week,0,0,pending,1999,2019-04-12 06:30:44,2021-01-19 08:41:49,21,60,1,3
2001,MK/K/4,Ośrodkowy BIPET,Odpowiadanie na pytania,Konwersacje,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,0,baseline,0,90,in-a-row,2,14,agree-to-full-ratio,semester,1,week,0,0,pending,2001,2019-05-13 06:00:43,2021-04-16 05:59:11,23,8,0,0
2003,SFG/A Umiejętności gospodarcze (videomodelowanie) MaOl,Ośrodkowy BIPET,Sprzątanie,Umiejętności gospodarcze,łańcuchy czynności - typ A,w toku videomodelowania,zgodnie z ind systemem wzmocnień,opis strategii,chain-full,0,pretest,0,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,0,0,pending,2003,2019-04-17 07:00:33,2020-05-12 13:07:33,12,21,0,2
2004,SFG/A Realizacja prostych czynności domowych - kolejny MiAr,Ośrodkowy BIPET,Realizacja prostych czynności domowych ,Umiejętności gospodarcze,łańcuchy czynności - typ A,łańcuchach przez całk. prezentację,punktem,opis strategii,chain-full,0,pretest,0,80,in-a-row,2,30,agree-to-full-ratio,semester,1,week,0,0,pending,2004,2019-09-27 06:34:12,2021-06-18 06:33:00,20,71,1,4
2006,Naśladowanie- motoryka,Ośrodkowy BIPET,Imitacja motoryczna,Imitacja,pojedyncze zestawy - typ D,w planie aktywności,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-set,0,pretest,0,70,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,2006,2020-05-12 15:20:36,2021-10-01 13:14:55,16,14,0,1
2008,reakcja na przywołanie Kuba,Ośrodkowy BIPET,Reagowanie na przywołanie,Rozumienie,ćwiczenia w krokach - typ C,poprzez DTT,zgodnie z ind systemem wzmocnień,opis strategii,exercise-all,0,pretest,0,100,in-a-row,1,30,agree-to-full-ratio,semester,1,week,0,0,pending,2008,2019-09-13 06:58:42,2021-02-12 11:54:51,16,8,0,1
2010,mnożenie w pamięci,Ośrodkowy BIPET,liczenie,Umiejętności szkolne,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach,punktem,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,90,in-a-row,3,90,agree-to-full-ratio,semester,1,week,0,0,closed,2010,2019-05-09 07:56:59,2020-10-20 06:01:02,17,15,0,1
2012,MKR- wykonywanie prostych poleceń ( kontynuacja)- JaEr-BGN,Ośrodkowy BIPET,Wykonywanie prostych poleceń,Rozumienie,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis strategii,exercise-some,0,pretest,0,100,in-a-row,1,90,agree-to-full-ratio,semester,1,week,1,0,pending,2012,2019-05-09 11:07:52,2021-09-29 11:04:53,28,56,0,2
2015,MKP/C Proszenie o potrzebne przedmioty - MarBoj,Ośrodkowy BIPET,Proszenie o potrzebne przedmioty z wykorzystaniem PECS,Proszenie,ćwiczenia w krokach - typ C,w próbach incydentalnych,poprzez realizację zakom prośby,opis sposobów (syntetyczny) ,exercise-all,1,pretest,1,90,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,closed,2015,2019-04-17 14:43:41,2020-09-07 05:53:14,16,23,0,1
2017,Komunikacja - proszenie,Ośrodkowy BIPET,komunikowanie swoich próśb,Proszenie,pojedyncze ćwiczenia - typ B ,trening incydentalny,poprzez realizację zakom prośby,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,80,in-a-row,2,30,agree-to-full-ratio,quarter,1,week,1,0,pending,2017,2019-09-20 08:05:10,2021-07-13 07:23:22,21,39,0,2
2018,SFG/A Prasowanie  LaKre,Ośrodkowy BIPET,Realizacja prostych czynności domowych ,Umiejętności gospodarcze,łańcuchy czynności - typ A,łańcuchach przez całk. prezentację,bezpośrednio,opis sposobów (syntetyczny) ,chain-full,0,pretest,1,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,0,0,pending,2018,2019-05-16 06:51:05,2020-06-15 08:59:23,12,35,1,3
2019,SFS/A Realizacja higieny osobistej PhiWid,Ośrodkowy BIPET,Realizacja higieny osobistej,Umiejętności samoobsługowe,łańcuchy czynności - typ A,łańcuchach przez całk. prezentację,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-full,0,pretest,1,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,0,0,pending,2019,2019-05-08 06:12:17,2021-10-06 11:31:59,28,48,0,2
2022,UKW/A Podążanie za planem,Ośrodkowy BIPET,Podążanie za planem,Współpraca,łańcuchy czynności - typ A,łańcuchach przez całk. prezentację,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-full,0,pretest,0,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,0,0,pending,2022,2019-05-15 07:32:07,2020-05-19 10:19:12,12,20,0,2
2028,"MKR/B Rozumienie mowy (identyfikowanie przedmiotów codziennego użytku) - CODZIENNE, WSZYSTKIE PRÓBY, PODPOWIEDZI DOZWOLONE",Ośrodkowy BIPET,"Rozumienie nazw rzeczowników, czasowników i przymiotników",Rozumienie,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,1,pretest,1,100,in-a-row,3,60,agree-to-full-ratio,semester,1,day,0,0,suspended,2028,2019-05-17 06:24:48,2021-06-17 06:46:49,25,110,1,4
2030,"MKR/B Wykonywanie prostych poleceń MaBo - WSZYSTKIE PRÓBY, CODZIENNE NOTOWANIA, DOZWOLONE WZMOCNIENIA",Ośrodkowy BIPET,Wykonywanie prostych poleceń,Rozumienie,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,1,pretest,1,100,in-a-row,3,30,agree-to-full-ratio,semester,1,day,1,0,suspended,2030,2019-05-16 07:14:20,2021-09-10 06:46:12,27,142,1,5
2031,"Rozumienie mowy - podawanie przedmiotów - MarWój - WSZYSTKIE PRÓBY, CODZIENNE NOTOWANIE, PODPOWIEDZI DOZWOLONE",Ośrodkowy BIPET,"Rozumienie nazw rzeczowników, czasowników i przymiotników",Rozumienie,zestawy w krokach - typ E ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-all,1,pretest,1,100,in-a-row,3,30,agree-to-full-ratio,semester,1,day,1,0,pending,2031,2019-05-14 06:23:33,2021-10-04 07:00:39,28,41,0,1
2032,"UKW/B Podążanie za znanymi poleceniami MaWój - WSZYSTKIE PRÓBY, CODZIENNE NOTOWANIE, PODPOWIEDZI DOZWOLONE",Ośrodkowy BIPET,Wykonywanie poleceń złożonych,Rozumienie,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,1,pretest,1,100,in-a-row,3,30,agree-to-full-ratio,semester,1,day,1,0,suspended,2032,2019-05-17 06:17:20,2020-09-24 07:28:58,16,36,1,2
2033,"MarWój - Czynności biurowe - WSZYSTKIE PRÓBY, CODZIENNE NOTOWANIE, PODPOWIEDZI DOZWOLONE",Ośrodkowy BIPET,Wykonywanie powtarzalnej pracy ,Umiejętności zawodowe,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach ciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,1,pretest,1,100,in-a-row,3,30,agree-to-full-ratio,semester,1,day,1,0,pending,2033,2019-05-14 06:23:33,2021-10-05 07:14:09,28,66,1,2
2035,Sprzątanie GrzePo,Ośrodkowy BIPET,Sprzątanie,Umiejętności gospodarcze,łańcuchy czynności - typ A,łańcuchach przez całk. prezentację,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-full,1,pretest,0,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,0,0,pending,2035,2019-05-23 10:14:29,2021-09-15 06:22:41,27,50,0,2
2040,Wykonywanie prostych poleceń,Ośrodkowy BIPET,Wykonywanie prostych poleceń,Rozumienie,pojedyncze ćwiczenia - typ B ,poprzez DTT,zgodnie z ind systemem wzmocnień,opis strategii,exercise-some,0,pretest,0,90,in-period,2,90,agree-to-full-ratio,semester,7,day,0,0,pending,2040,2019-03-01 11:16:19,2021-10-08 10:14:37,31,45,0,1
2041,UKI/B Imitacja motoryczna- BGN- EwOS,Ośrodkowy BIPET,Imitacja motoryczna,Imitacja,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis strategii,exercise-some,0,pretest,0,80,in-period,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,2041,2019-05-21 08:26:18,2021-10-08 10:14:37,28,35,0,1
2093,PSZ/SKamil,Ośrodkowy BIPET,Płynność czytania,Umiejętności szkolne,zestawy w krokach - typ E ,w wyodrębnionych próbach ciągłych,brak,opis strategii,exercise-all,0,pretest,0,90,in-a-row,2,90,agree-to-full-ratio,semester,1,day,0,0,pending,2093,2019-09-09 06:22:57,2021-05-24 07:06:46,20,65,1,3
2112,Plan aktywności dnia - grupa Zuu.,Ośrodkowy BIPET,Podążanie za planem,Współpraca,łańcuchy czynności - typ A,łańcuchach przez całk. prezentację,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-full,1,pretest,1,100,in-a-row,2,90,agree-to-full-ratio,semester,2,week,1,0,pending,2112,2019-07-04 08:08:42,2020-07-16 12:58:28,12,12,0,1
2115,Plan aktywności dnia - RaOj,Ośrodkowy BIPET,Podążanie za planem,Współpraca,łańcuchy czynności - typ A,łańcuchach przez całk. prezentację,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-full,1,pretest,1,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,closed,2115,2019-07-24 09:55:11,2021-06-28 07:40:25,23,28,0,1
2126,Filip Antczak- naśladowanie ,Ośrodkowy BIPET-PP,Imitacja z przedmiotami,Imitacja,ćwiczenia w krokach - typ C,w wyodrębnionych próbach nieciągłych,punktem,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,80,in-a-row,2,90,,,1,week,1,0,pending,2126,2019-09-10 06:15:05,2021-10-05 06:58:10,24,66,1,3
2136,UKD - Dopasowywanie identycznych przedmiotów - PM/BGN,Ośrodkowy BIPET,Dopasowywanie pojedynczych elementów,Dopasowywanie i sortowanie,pojedyncze ćwiczenia - typ B ,poprzez DTT,zgodnie z ind systemem wzmocnień,opis strategii,exercise-some,0,pretest,0,90,in-period,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,2136,2019-08-14 08:07:35,2020-08-28 09:27:30,12,25,0,2
2152,"Kacper Saładajczyk, proszenie, program 1",Ośrodkowy BIPET,Proszenie o potrzebne przedmioty,Proszenie,ćwiczenia w krokach - typ C,trening incydentalny,poprzez realizację zakom prośby,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,80,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,closed,2152,2019-09-10 09:12:01,2020-10-19 11:10:29,13,24,0,2
2195,SF/ SU 2,Ośrodkowy BIPET,Realizacja prostych czynności domowych ,Umiejętności gospodarcze,łańcuchy czynności - typ A,łańcuchach zachowań od końca,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-end,1,pretest,1,100,in-a-row,4,90,agree-to-full-ratio,semester,1,week,0,0,pending,2195,2019-09-11 09:04:30,2021-06-07 06:25:45,20,20,0,1
2196,PSZ/Z SS 2,Ośrodkowy BIPET,Wykonywanie powtarzalnej pracy ,Umiejętności zawodowe,łańcuchy czynności - typ A,łańcuchach przez całk. prezentację,nieregularne,opis sposobów (syntetyczny) ,chain-full,1,pretest,1,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,0,0,pending,2196,2019-10-21 08:45:59,2021-06-08 06:45:06,19,20,0,1
2200,SFC- Realizacja albumów aktywności- JaER- BGN,Ośrodkowy BIPET,Realizacja albumów aktywności,Spędzanie wolnego czasu,łańcuchy czynności - typ A,łańcuchach przez całk. prezentację,bezpośrednio,opis strategii,chain-full,0,pretest,1,100,in-a-row,1,90,agree-to-full-ratio,semester,1,week,0,0,pending,2200,2019-09-19 07:49:19,2021-09-13 08:56:53,23,40,0,2
2204,MKP- Proszenie o potrzebne przedmioty- JaEr- BGN,Ośrodkowy BIPET,Proszenie o zaspokojenie potrzeby,Proszenie,pojedyncze ćwiczenia - typ B ,trening incydentalny,poprzez realizację zakom prośby,opis strategii,exercise-some,0,pretest,0,100,in-a-row,1,90,agree-to-full-ratio,semester,1,day,1,0,pending,2204,2019-09-19 07:49:19,2021-06-28 06:09:13,21,61,1,3
2206,MKP/C Proszenie PECS Szy Kos,Ośrodkowy BIPET,Prosi z wykorzystaniem PECS ,Proszenie,ćwiczenia w krokach - typ C,trening incydentalny,poprzez realizację zakom prośby,opis strategii,exercise-all,0,pretest,0,100,in-a-row,2,90,agree-to-full-ratio,month,1,week,1,0,pending,2206,2019-09-16 05:08:24,2021-06-16 06:34:11,21,54,1,3
2207,UKW/D wykonywanie poleceń Szy Kos,Ośrodkowy BIPET,Podążanie za znanymi poleceniami,Współpraca,pojedyncze zestawy - typ D,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-set,0,pretest,0,100,in-a-row,3,90,agree-to-full-ratio,semester,1,week,1,0,pending,2207,2019-09-16 05:08:24,2021-10-04 06:04:36,24,77,1,3
2208,PSZP/C Pisanie nazwiska Szy Kos,Ośrodkowy BIPET,Pisanie,Umiejętności szkolne,ćwiczenia w krokach - typ C,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,90,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,2208,2019-09-16 05:08:24,2021-06-15 07:13:07,20,55,1,3
2211,MK PECS  Kuba,Ośrodkowy BIPET,Prosi z wykorzystaniem PECS ,Proszenie,ćwiczenia w krokach - typ C,trening incydentalny,poprzez realizację zakom prośby,opis strategii,exercise-all,1,pretest,0,80,in-a-row,1,90,agree-to-full-ratio,month,1,week,1,0,pending,2211,2019-10-16 12:25:42,2021-03-04 10:35:13,16,11,0,1
2214,PSZ/E czytania globalne AlTu,Ośrodkowy BIPET,Czytanie,Umiejętności szkolne,zestawy w krokach - typ E ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,2214,2019-09-19 05:35:42,2021-09-30 06:29:29,24,71,1,3
